Coupon,Num. Of Clicks,Min Time,Min-Clicks,Max Time,Max-Clicks,Mean,Meadian,Std. Dev
1626501,1,44,1,44,1,44.0,44.0,0.0
2281859,1,12,1,12,1,12.0,12.0,0.0
S145375,1,53,1,53,1,53.0,53.0,0.0
2752524,1,37,1,37,1,37.0,37.0,0.0
2616987,1,33,1,33,1,33.0,33.0,0.0
S168719,1,31,1,31,1,31.0,31.0,0.0
2823427,1,04,1,04,1,4.0,4.0,0.0
2707502,2,03,1,03,1,6.0,6.0,3.0
2845422,1,47,1,47,1,47.0,47.0,0.0
1687570,1,04,1,04,1,4.0,4.0,0.0
2848861,9,24,1,24,1,29.0,30,13.329
2475453,1,53,1,53,1,53.0,53.0,0.0
2602589,1,18,1,18,1,18.0,18.0,0.0
2834392,5,33,1,33,1,27.0,33,14.262
2479651,1,13,1,13,1,13.0,13.0,0.0
S161887,1,18,1,18,1,18.0,18.0,0.0
1186986,1,53,1,53,1,53.0,53.0,0.0
S147737,1,51,1,51,1,51.0,51.0,0.0
2093860,4,15,1,16,3,15.0,16.0,0.866
2828850,1,27,1,27,1,27.0,27.0,0.0
1521821,9,24,1,29,2,36.0,32,10.435
2823205,1,58,1,58,1,58.0,58.0,0.0
2770862,2,35,1,35,1,25.0,25.5,9.513
1893749,1,46,1,46,1,46.0,46.0,0.0
2512389,1,42,1,42,1,42.0,42.0,0.0
2844124,1,35,1,35,1,35.0,35.0,0.0
1702963,1,04,1,04,1,4.0,4.0,0.0
2746967,1,43,1,43,1,43.0,43.0,0.0
1384296,1,42,1,42,1,42.0,42.0,0.0
2734018,1,30,1,30,1,30.0,30.0,0.0
2622887,1,12,1,12,1,12.0,12.0,0.0
S176315,2,35,1,35,1,19.0,19.5,15.508
880950,1,49,1,49,1,49.0,49.0,0.0
2611690,1,40,1,40,1,40.0,40.0,0.0
1042617,1,39,1,39,1,39.0,39.0,0.0
2820142,1,24,1,24,1,24.0,24.0,0.0
S138098,1,20,1,20,1,20.0,20.0,0.0
583000,1,40,1,40,1,40.0,40.0,0.0
2823897,1,02,1,02,1,2.0,2.0,0.0
1598300,1,45,1,45,1,45.0,45.0,0.0
S155642,1,39,1,39,1,39.0,39.0,0.0
2696198,2,19,1,19,1,18.0,18.5,0.707
2667943,2,24,1,24,1,39.0,39.5,15.508
1749818,1,52,1,52,1,52.0,52.0,0.0
2837199,5,19,1,19,1,31.0,19,17.9
2795219,1,21,1,21,1,21.0,21.0,0.0
S136584,1,08,1,08,1,8.0,8.0,0.0
2851403,1,10,1,10,1,10.0,10.0,0.0
S136413,1,44,1,44,1,44.0,44.0,0.0
2837908,1,03,1,03,1,3.0,3.0,0.0
2800774,2,12,1,12,1,35.0,35.5,23.505
2849318,1,06,1,06,1,6.0,6.0,0.0
2101597,1,15,1,15,1,15.0,15.0,0.0
1166545,1,32,1,32,1,32.0,32.0,0.0
2819045,11,27,1,25,2,32.0,27,15.118
2837448,1,22,1,22,1,22.0,22.0,0.0
1005819,1,43,1,43,1,43.0,43.0,0.0
2032161,3,13,1,04,2,7.0,04,4.243
2840026,13,02,1,07,2,25.0,24,18.292
2764798,1,31,1,31,1,31.0,31.0,0.0
2828450,22,39,1,03,2,36.0,42.5,15.964
2304676,1,04,1,04,1,4.0,4.0,0.0
2614364,1,12,1,12,1,12.0,12.0,0.0
2837071,1,11,1,11,1,11.0,11.0,0.0
S200348,3,36,1,51,2,46.0,51,7.071
2717852,1,04,1,04,1,4.0,4.0,0.0
2794486,2,48,2,48,2,48.0,48.0,0.0
S144900,2,31,1,31,1,34.0,34.0,3.0
1552322,1,01,1,01,1,1.0,1.0,0.0
2696836,1,03,1,03,1,3.0,3.0,0.0
2837415,7,19,1,19,1,43.0,51,12.862
S184451,1,58,1,58,1,58.0,58.0,0.0
1941612,1,13,1,13,1,13.0,13.0,0.0
2736653,1,18,1,18,1,18.0,18.0,0.0
2824013,7,02,1,14,2,30.0,14,23.238
2810251,1,34,1,34,1,34.0,34.0,0.0
1908231,1,31,1,31,1,31.0,31.0,0.0
S223857,2,14,1,14,1,33.0,33.0,19.0
2775071,1,42,1,42,1,42.0,42.0,0.0
2839453,1,43,1,43,1,43.0,43.0,0.0
2793055,1,26,1,26,1,26.0,26.0,0.0
2832940,1,29,1,29,1,29.0,29.0,0.0
2760239,6,46,1,16,2,22.0,16.0,14.434
2846469,1,47,1,47,1,47.0,47.0,0.0
2767196,1,27,1,27,1,27.0,27.0,0.0
2744009,1,05,1,05,1,5.0,5.0,0.0
S137324,1,56,1,56,1,56.0,56.0,0.0
2771978,2,19,2,19,2,19.0,19.0,0.0
2521544,2,57,1,57,1,48.0,48.5,8.515
S142727,2,10,1,10,1,11.0,11.0,1.0
1911310,1,49,1,49,1,49.0,49.0,0.0
1671334,2,00,1,00,1,20.0,20.0,20.0
2851811,1,07,1,07,1,7.0,7.0,0.0
2838379,1,20,1,20,1,20.0,20.0,0.0
2577237,1,38,1,38,1,38.0,38.0,0.0
2531955,1,23,1,23,1,23.0,23.0,0.0
2472968,1,24,1,24,1,24.0,24.0,0.0
2794314,1,44,1,44,1,44.0,44.0,0.0
2799985,1,22,1,22,1,22.0,22.0,0.0
2752099,1,36,1,36,1,36.0,36.0,0.0
2834707,2,12,1,12,1,14.0,14.5,2.55
2805636,3,45,1,27,2,33.0,27,8.485
1634077,1,17,1,17,1,17.0,17.0,0.0
2668761,1,47,1,47,1,47.0,47.0,0.0
2848300,1,08,1,08,1,8.0,8.0,0.0
1306487,1,17,1,17,1,17.0,17.0,0.0
2150140,1,55,1,55,1,55.0,55.0,0.0
2622927,1,23,1,23,1,23.0,23.0,0.0
2642210,2,19,1,19,1,16.0,16.5,2.55
2849246,1,35,1,35,1,35.0,35.0,0.0
S149841,2,59,1,59,1,51.0,51.0,8.0
1886147,1,39,1,39,1,39.0,39.0,0.0
2154728,1,20,1,20,1,20.0,20.0,0.0
S174930,1,07,1,07,1,7.0,7.0,0.0
S136371,1,39,1,39,1,39.0,39.0,0.0
1838836,1,28,1,28,1,28.0,28.0,0.0
2387730,1,46,1,46,1,46.0,46.0,0.0
2617546,2,56,2,56,2,56.0,56.0,0.0
2802658,3,46,1,46,1,48.0,46,6.351
648105,1,03,1,03,1,3.0,3.0,0.0
2851677,1,04,1,04,1,4.0,4.0,0.0
2680475,4,20,1,20,1,15.0,17.5,6.595
1980714,1,33,1,33,1,33.0,33.0,0.0
980697,1,25,1,25,1,25.0,25.0,0.0
2765318,1,58,1,58,1,58.0,58.0,0.0
S173581,1,57,1,57,1,57.0,57.0,0.0
S136887,2,10,1,10,1,9.0,9.0,1.0
1923607,1,05,1,05,1,5.0,5.0,0.0
2801148,1,30,1,30,1,30.0,30.0,0.0
S136472,1,10,1,10,1,10.0,10.0,0.0
2847935,2,57,1,57,1,39.0,39.0,18.0
2742752,1,04,1,04,1,4.0,4.0,0.0
2727209,1,23,1,23,1,23.0,23.0,0.0
583918,2,44,1,44,1,43.0,43.5,0.707
2767776,1,25,1,25,1,25.0,25.0,0.0
S208864,1,51,1,51,1,51.0,51.0,0.0
S151047,1,46,1,46,1,46.0,46.0,0.0
S140750,1,31,1,31,1,31.0,31.0,0.0
2465368,1,53,1,53,1,53.0,53.0,0.0
2107792,2,49,2,49,2,49.0,49.0,0.0
2301265,2,14,1,14,1,18.0,18.0,4.0
2829004,1,02,1,02,1,2.0,2.0,0.0
890466,1,42,1,42,1,42.0,42.0,0.0
2120307,1,28,1,28,1,28.0,28.0,0.0
1309467,1,24,1,24,1,24.0,24.0,0.0
2752336,8,13,1,13,1,35.0,38.5,14.837
S147028,1,41,1,41,1,41.0,41.0,0.0
1914046,3,22,1,44,2,36.0,44,10.392
2849722,3,27,1,28,2,27.0,28,0.816
2790354,1,11,1,11,1,11.0,11.0,0.0
2780130,1,12,1,12,1,12.0,12.0,0.0
1495096,2,43,2,43,2,43.0,43.0,0.0
2770286,1,04,1,04,1,4.0,4.0,0.0
S191272,1,30,1,30,1,30.0,30.0,0.0
1917444,1,45,1,45,1,45.0,45.0,0.0
S166558,1,02,1,02,1,2.0,2.0,0.0
822649,1,17,1,17,1,17.0,17.0,0.0
2842238,5,49,1,48,2,36.0,48,14.512
2835440,6,25,1,25,1,37.0,38.0,18.028
S143996,1,04,1,04,1,4.0,4.0,0.0
2831479,18,02,1,21,2,23.0,25.0,13.045
2496465,1,37,1,37,1,37.0,37.0,0.0
2819180,1,28,1,28,1,28.0,28.0,0.0
S185829,1,06,1,06,1,6.0,6.0,0.0
1254336,1,04,1,04,1,4.0,4.0,0.0
2541322,2,26,1,26,1,27.0,27.5,1.581
2839561,4,18,1,18,1,19.0,22.5,9.631
2778362,1,42,1,42,1,42.0,42.0,0.0
2127537,1,42,1,42,1,42.0,42.0,0.0
1523267,2,44,1,44,1,50.0,50.5,6.519
2730866,59,37,1,45,4,29.0,32,15.762
2828831,1,01,1,01,1,1.0,1.0,0.0
2492097,1,45,1,45,1,45.0,45.0,0.0
2827920,2,59,1,59,1,58.0,58.5,0.707
2817563,2,00,1,00,1,25.0,25.0,25.0
2809102,2,54,1,54,1,33.0,33.5,20.506
1862160,1,20,1,20,1,20.0,20.0,0.0
S237049,1,57,1,57,1,57.0,57.0,0.0
2485359,1,22,1,22,1,22.0,22.0,0.0
2131233,5,19,1,19,1,25.0,24,6.928
2688335,5,02,1,27,2,23.0,27,13.038
2834664,1,00,1,00,1,0.0,0.0,0.0
2527031,1,04,1,04,1,4.0,4.0,0.0
2786669,1,18,1,18,1,18.0,18.0,0.0
738980,1,39,1,39,1,39.0,39.0,0.0
2135970,1,37,1,37,1,37.0,37.0,0.0
1974854,1,34,1,34,1,34.0,34.0,0.0
2851945,2,32,2,32,2,32.0,32.0,0.0
2739660,1,22,1,22,1,22.0,22.0,0.0
1173550,1,55,1,55,1,55.0,55.0,0.0
1957128,1,58,1,58,1,58.0,58.0,0.0
2837743,2,18,1,18,1,12.0,12.0,6.0
S163471,1,08,1,08,1,8.0,8.0,0.0
S137555,1,48,1,48,1,48.0,48.0,0.0
2727966,1,28,1,28,1,28.0,28.0,0.0
2793900,4,07,1,07,1,12.0,13.5,3.391
2672113,2,33,1,33,1,32.0,32.0,1.0
2762488,1,16,1,16,1,16.0,16.0,0.0
2419995,2,27,1,27,1,20.0,20.5,6.519
2774649,2,54,2,54,2,54.0,54.0,0.0
2830403,2,37,1,37,1,33.0,33.0,4.0
2129973,2,49,2,49,2,49.0,49.0,0.0
2752499,2,32,2,32,2,32.0,32.0,0.0
1055186,1,23,1,23,1,23.0,23.0,0.0
2386094,3,34,3,34,3,34.0,34,0.0
1256467,8,24,1,24,1,28.0,27.5,14.832
951093,1,03,1,03,1,3.0,3.0,0.0
2830150,8,24,1,50,2,44.0,50.5,13.105
2819452,2,32,1,32,1,36.0,36.5,4.528
2587519,3,22,3,22,3,22.0,22,0.0
2826052,1,02,1,02,1,2.0,2.0,0.0
2080126,1,52,1,52,1,52.0,52.0,0.0
1829451,1,04,1,04,1,4.0,4.0,0.0
2420543,1,09,1,09,1,9.0,9.0,0.0
S142704,1,19,1,19,1,19.0,19.0,0.0
2827657,1,47,1,47,1,47.0,47.0,0.0
2765772,4,12,1,09,2,13.0,10.5,5.766
S148605,1,15,1,15,1,15.0,15.0,0.0
2810198,2,55,2,55,2,55.0,55.0,0.0
2836652,4,45,1,45,1,29.0,26.0,9.618
2026593,1,29,1,29,1,29.0,29.0,0.0
1926072,1,58,1,58,1,58.0,58.0,0.0
2800015,1,45,1,45,1,45.0,45.0,0.0
1904920,1,52,1,52,1,52.0,52.0,0.0
2003366,1,43,1,43,1,43.0,43.0,0.0
2829214,1,29,1,29,1,29.0,29.0,0.0
2849117,1,59,1,59,1,59.0,59.0,0.0
2803406,4,46,1,46,1,28.0,29.5,15.827
2839796,1,49,1,49,1,49.0,49.0,0.0
2778039,1,35,1,35,1,35.0,35.0,0.0
2155033,1,21,1,21,1,21.0,21.0,0.0
1389524,1,48,1,48,1,48.0,48.0,0.0
2830469,4,11,1,11,1,29.0,27.0,19.404
2450869,9,24,1,33,2,23.0,24,11.294
1705012,2,48,2,48,2,48.0,48.0,0.0
2771553,1,12,1,12,1,12.0,12.0,0.0
S140995,4,24,1,24,1,25.0,25.0,16.985
2851239,41,25,1,54,3,30.0,32,16.184
2846963,1,36,1,36,1,36.0,36.0,0.0
2768150,3,46,1,46,1,45.0,46,2.517
2844933,1,02,1,02,1,2.0,2.0,0.0
2645417,1,44,1,44,1,44.0,44.0,0.0
2506271,3,42,1,42,1,30.0,30,9.018
2825893,1,01,1,01,1,1.0,1.0,0.0
2468588,1,40,1,40,1,40.0,40.0,0.0
2535221,1,05,1,05,1,5.0,5.0,0.0
1311519,1,19,1,19,1,19.0,19.0,0.0
2850710,1,30,1,30,1,30.0,30.0,0.0
2542574,1,38,1,38,1,38.0,38.0,0.0
2817189,4,39,1,39,1,39.0,38.5,2.291
2625203,1,02,1,02,1,2.0,2.0,0.0
1756620,2,24,1,24,1,20.0,20.5,3.536
2777720,1,22,1,22,1,22.0,22.0,0.0
2655803,1,54,1,54,1,54.0,54.0,0.0
2823425,1,44,1,44,1,44.0,44.0,0.0
2839991,1,12,1,12,1,12.0,12.0,0.0
1690350,3,08,3,08,3,8.0,08,0.0
S142404,1,05,1,05,1,5.0,5.0,0.0
2245645,1,39,1,39,1,39.0,39.0,0.0
2696637,14,10,1,02,2,23.0,19.5,16.136
1169089,1,02,1,02,1,2.0,2.0,0.0
1946996,1,14,1,14,1,14.0,14.0,0.0
2758984,1,54,1,54,1,54.0,54.0,0.0
2849285,4,46,1,31,3,34.0,31.0,6.538
S136935,2,09,1,09,1,30.0,30.0,21.0
2290832,2,52,2,52,2,52.0,52.0,0.0
1759906,1,28,1,28,1,28.0,28.0,0.0
S201170,1,19,1,19,1,19.0,19.0,0.0
2805677,10,00,1,28,3,26.0,28.0,14.595
S172792,2,47,1,47,1,48.0,48.0,1.0
2849549,1,05,1,05,1,5.0,5.0,0.0
707190,1,01,1,01,1,1.0,1.0,0.0
2790017,1,27,1,27,1,27.0,27.0,0.0
1817992,3,10,1,10,1,20.0,10,15.33
649729,1,56,1,56,1,56.0,56.0,0.0
2075339,1,34,1,34,1,34.0,34.0,0.0
2494692,1,23,1,23,1,23.0,23.0,0.0
2736559,1,23,1,23,1,23.0,23.0,0.0
2823902,1,53,1,53,1,53.0,53.0,0.0
2489216,1,54,1,54,1,54.0,54.0,0.0
2798320,1,24,1,24,1,24.0,24.0,0.0
2847211,20,02,1,38,4,34.0,38.0,15.274
2848705,4,12,1,12,1,16.0,16.0,4.093
2407739,1,59,1,59,1,59.0,59.0,0.0
2845468,1,13,1,13,1,13.0,13.0,0.0
2779065,1,20,1,20,1,20.0,20.0,0.0
1491215,2,18,1,18,1,17.0,17.0,1.0
2042440,1,57,1,57,1,57.0,57.0,0.0
2809654,1,48,1,48,1,48.0,48.0,0.0
S272840,1,29,1,29,1,29.0,29.0,0.0
2554029,1,19,1,19,1,19.0,19.0,0.0
1623855,1,08,1,08,1,8.0,8.0,0.0
2825911,1,29,1,29,1,29.0,29.0,0.0
2704640,2,57,2,57,2,57.0,57.0,0.0
2519364,1,46,1,46,1,46.0,46.0,0.0
2449967,1,22,1,22,1,22.0,22.0,0.0
S146988,1,22,1,22,1,22.0,22.0,0.0
S136586,6,33,1,56,2,42.0,49.0,17.093
2630515,1,16,1,16,1,16.0,16.0,0.0
2835409,1,33,1,33,1,33.0,33.0,0.0
2776681,2,21,1,21,1,19.0,19.0,2.0
2688441,2,23,2,23,2,23.0,23.0,0.0
2620401,1,04,1,04,1,4.0,4.0,0.0
2851028,1,45,1,45,1,45.0,45.0,0.0
2847379,1,41,1,41,1,41.0,41.0,0.0
2841771,1,11,1,11,1,11.0,11.0,0.0
1680539,1,15,1,15,1,15.0,15.0,0.0
2799694,35,24,1,21,3,25.0,21,16.144
2765387,1,05,1,05,1,5.0,5.0,0.0
2846892,3,54,1,54,1,27.0,21,20.05
2243241,1,53,1,53,1,53.0,53.0,0.0
1929077,1,41,1,41,1,41.0,41.0,0.0
1388983,1,39,1,39,1,39.0,39.0,0.0
2041810,1,43,1,43,1,43.0,43.0,0.0
2849450,1,35,1,35,1,35.0,35.0,0.0
2739344,1,23,1,23,1,23.0,23.0,0.0
2793801,1,03,1,03,1,3.0,3.0,0.0
2464306,3,13,1,35,2,27.0,35,10.392
2542342,1,44,1,44,1,44.0,44.0,0.0
S143630,2,54,1,54,1,53.0,53.5,0.707
2607254,3,15,1,15,1,26.0,15,16.269
2641182,12,25,1,40,2,34.0,38.0,15.069
2811887,2,03,1,03,1,15.0,15.0,12.0
1915436,1,51,1,51,1,51.0,51.0,0.0
2829212,5,01,1,27,2,19.0,20,9.529
2764725,1,27,1,27,1,27.0,27.0,0.0
1256741,1,57,1,57,1,57.0,57.0,0.0
2699009,1,24,1,24,1,24.0,24.0,0.0
2478766,1,09,1,09,1,9.0,9.0,0.0
2351143,1,01,1,01,1,1.0,1.0,0.0
2849484,1,20,1,20,1,20.0,20.0,0.0
1311396,1,17,1,17,1,17.0,17.0,0.0
2756033,7,26,1,26,1,30.0,33,11.307
2822832,2,44,1,44,1,44.0,44.5,0.707
2674475,4,23,1,18,3,19.0,18.0,2.179
2794622,17,11,1,12,2,28.0,27,15.936
2629291,2,29,1,29,1,25.0,25.5,3.536
S211159,3,33,1,33,1,19.0,20,11.86
2458955,2,59,1,59,1,58.0,58.5,0.707
2350397,1,44,1,44,1,44.0,44.0,0.0
2756731,1,00,1,00,1,0.0,0.0,0.0
2787666,1,37,1,37,1,37.0,37.0,0.0
2533341,1,28,1,28,1,28.0,28.0,0.0
2738978,6,11,1,11,1,19.0,12.0,16.452
2830346,2,24,1,24,1,12.0,12.0,12.0
2711530,1,44,1,44,1,44.0,44.0,0.0
2691210,6,00,1,00,1,29.0,37.0,19.485
2504404,1,03,1,03,1,3.0,3.0,0.0
2317691,1,45,1,45,1,45.0,45.0,0.0
2326355,1,09,1,09,1,9.0,9.0,0.0
2646236,1,17,1,17,1,17.0,17.0,0.0
2848951,2,42,2,42,2,42.0,42.0,0.0
2796582,1,37,1,37,1,37.0,37.0,0.0
2603442,1,18,1,18,1,18.0,18.0,0.0
2571782,1,57,1,57,1,57.0,57.0,0.0
1859114,1,41,1,41,1,41.0,41.0,0.0
2619692,3,10,1,10,1,17.0,13,7.874
2729794,2,46,1,46,1,36.0,36.0,10.0
737401,1,08,1,08,1,8.0,8.0,0.0
1913299,1,04,1,04,1,4.0,4.0,0.0
1255057,1,05,1,05,1,5.0,5.0,0.0
2625313,1,39,1,39,1,39.0,39.0,0.0
471391,1,13,1,13,1,13.0,13.0,0.0
2483586,3,31,1,31,1,36.0,38,4.243
2790390,1,23,1,23,1,23.0,23.0,0.0
2786540,5,31,1,38,2,35.0,38,9.859
1595680,1,31,1,31,1,31.0,31.0,0.0
1727059,3,24,3,24,3,24.0,24,0.0
2770803,1,50,1,50,1,50.0,50.0,0.0
2849466,2,55,1,55,1,27.0,27.5,27.505
2537460,1,58,1,58,1,58.0,58.0,0.0
2845701,1,28,1,28,1,28.0,28.0,0.0
1569726,1,49,1,49,1,49.0,49.0,0.0
2851428,2,18,1,18,1,29.0,29.0,11.0
1758549,1,58,1,58,1,58.0,58.0,0.0
2754017,3,30,1,30,1,30.0,30,8.206
1478281,1,50,1,50,1,50.0,50.0,0.0
2849262,1,37,1,37,1,37.0,37.0,0.0
2479237,2,06,1,06,1,6.0,6.5,0.707
2742754,1,58,1,58,1,58.0,58.0,0.0
2841535,1,46,1,46,1,46.0,46.0,0.0
S191885,1,27,1,27,1,27.0,27.0,0.0
2281363,2,24,1,24,1,36.0,36.0,12.0
2755914,8,02,1,34,2,24.0,21.5,15.752
S136359,1,03,1,03,1,3.0,3.0,0.0
2634645,2,54,1,54,1,53.0,53.5,0.707
2783940,1,17,1,17,1,17.0,17.0,0.0
2835446,1,49,1,49,1,49.0,49.0,0.0
S146001,2,54,1,54,1,48.0,48.5,5.523
2444548,1,14,1,14,1,14.0,14.0,0.0
2846234,3,54,1,54,1,38.0,41,14.012
1534926,1,17,1,17,1,17.0,17.0,0.0
2843866,1,05,1,05,1,5.0,5.0,0.0
2850407,3,46,1,46,1,39.0,46,11.619
2358163,1,26,1,26,1,26.0,26.0,0.0
2481060,2,57,1,57,1,55.0,55.0,2.0
2849553,9,06,1,10,4,20.0,10,16.347
2851522,1,01,1,01,1,1.0,1.0,0.0
2823257,2,12,1,12,1,20.0,20.5,8.515
S157540,1,55,1,55,1,55.0,55.0,0.0
1808793,2,05,2,05,2,5.0,5.0,0.0
2757962,2,08,1,08,1,4.0,4.5,3.536
2106767,2,12,1,12,1,20.0,20.0,8.0
2473376,2,51,2,51,2,51.0,51.0,0.0
S182387,1,15,1,15,1,15.0,15.0,0.0
2614976,1,53,1,53,1,53.0,53.0,0.0
2362717,1,04,1,04,1,4.0,4.0,0.0
2476888,1,52,1,52,1,52.0,52.0,0.0
2552525,1,04,1,04,1,4.0,4.0,0.0
1739953,1,57,1,57,1,57.0,57.0,0.0
2046553,1,18,1,18,1,18.0,18.0,0.0
2771922,2,08,1,08,1,29.0,29.5,21.506
S221386,1,07,1,07,1,7.0,7.0,0.0
2819066,9,10,1,10,1,35.0,34,14.209
2794179,1,40,1,40,1,40.0,40.0,0.0
S145790,1,06,1,06,1,6.0,6.0,0.0
393904,2,58,2,58,2,58.0,58.0,0.0
2457378,1,59,1,59,1,59.0,59.0,0.0
2848553,2,08,1,08,1,18.0,18.0,10.0
2802723,6,37,1,06,2,24.0,21.5,16.401
S140506,1,30,1,30,1,30.0,30.0,0.0
982517,1,48,1,48,1,48.0,48.0,0.0
2022103,1,46,1,46,1,46.0,46.0,0.0
2678131,1,22,1,22,1,22.0,22.0,0.0
913667,1,13,1,13,1,13.0,13.0,0.0
2787280,1,32,1,32,1,32.0,32.0,0.0
2073137,1,10,1,10,1,10.0,10.0,0.0
2841687,2,40,1,40,1,37.0,37.0,3.0
1930410,1,40,1,40,1,40.0,40.0,0.0
1594519,2,15,2,15,2,15.0,15.0,0.0
2807634,8,26,1,53,2,31.0,31.0,17.969
993207,1,52,1,52,1,52.0,52.0,0.0
2816894,3,16,1,57,2,43.0,57,19.33
S193260,2,31,2,31,2,31.0,31.0,0.0
2780218,1,28,1,28,1,28.0,28.0,0.0
2802295,2,06,1,06,1,6.0,6.5,0.707
2744017,1,01,1,01,1,1.0,1.0,0.0
1811539,1,52,1,52,1,52.0,52.0,0.0
2775761,1,43,1,43,1,43.0,43.0,0.0
2762027,1,32,1,32,1,32.0,32.0,0.0
2725839,1,31,1,31,1,31.0,31.0,0.0
2655213,1,36,1,36,1,36.0,36.0,0.0
2448588,2,12,1,12,1,9.0,9.0,3.0
2741484,2,24,1,24,1,29.0,29.5,5.523
1702956,1,03,1,03,1,3.0,3.0,0.0
2480564,3,08,1,08,1,15.0,15,6.137
1589235,1,21,1,21,1,21.0,21.0,0.0
2751999,5,58,1,56,2,51.0,56,6.693
2072560,1,28,1,28,1,28.0,28.0,0.0
1608874,1,28,1,28,1,28.0,28.0,0.0
2506088,2,31,1,31,1,20.0,20.0,11.0
2341208,1,52,1,52,1,52.0,52.0,0.0
1915813,1,48,1,48,1,48.0,48.0,0.0
2478220,1,47,1,47,1,47.0,47.0,0.0
2847162,1,56,1,56,1,56.0,56.0,0.0
2788422,34,30,1,37,2,31.0,32.0,17.046
S167025,3,37,1,44,2,41.0,44,3.367
2711131,1,33,1,33,1,33.0,33.0,0.0
2849770,4,44,1,49,2,45.0,46.5,3.808
2541880,1,44,1,44,1,44.0,44.0,0.0
2849725,1,48,1,48,1,48.0,48.0,0.0
2107341,1,56,1,56,1,56.0,56.0,0.0
2616291,1,17,1,17,1,17.0,17.0,0.0
2135360,1,31,1,31,1,31.0,31.0,0.0
2842573,2,46,1,46,1,47.0,47.0,1.0
2564632,1,19,1,19,1,19.0,19.0,0.0
2591246,1,43,1,43,1,43.0,43.0,0.0
2464693,1,58,1,58,1,58.0,58.0,0.0
2131654,1,34,1,34,1,34.0,34.0,0.0
2835188,11,12,1,20,2,28.0,20,16.365
2689665,4,47,1,47,1,46.0,47.5,4.444
2808308,1,31,1,31,1,31.0,31.0,0.0
2847195,5,55,1,55,1,40.0,32,13.015
1248504,3,23,3,23,3,23.0,23,0.0
2851339,4,26,1,26,1,39.0,39.0,12.51
1435372,1,37,1,37,1,37.0,37.0,0.0
S169479,1,15,1,15,1,15.0,15.0,0.0
2842377,2,08,1,08,1,24.0,24.5,16.508
2826704,2,11,1,11,1,28.0,28.5,17.507
2846961,2,44,1,44,1,30.0,30.5,13.509
2178957,1,18,1,18,1,18.0,18.0,0.0
S160912,3,19,1,19,1,34.0,29,14.72
2101339,1,14,1,14,1,14.0,14.0,0.0
2478172,1,53,1,53,1,53.0,53.0,0.0
2331247,1,14,1,14,1,14.0,14.0,0.0
2807756,2,55,1,55,1,48.0,48.0,7.0
2506273,1,08,1,08,1,8.0,8.0,0.0
2839044,3,24,1,24,1,30.0,32,5.033
2736794,1,55,1,55,1,55.0,55.0,0.0
2826249,1,19,1,19,1,19.0,19.0,0.0
S141483,2,40,2,40,2,40.0,40.0,0.0
2615373,2,27,1,27,1,21.0,21.0,6.0
2831413,2,32,1,32,1,38.0,38.5,6.519
1513491,1,08,1,08,1,8.0,8.0,0.0
2818706,1,48,1,48,1,48.0,48.0,0.0
2836573,2,03,1,03,1,11.0,11.5,8.515
1831179,1,53,1,53,1,53.0,53.0,0.0
2629047,1,37,1,37,1,37.0,37.0,0.0
2641852,1,26,1,26,1,26.0,26.0,0.0
2640824,4,33,1,33,1,18.0,18.5,12.4
935108,1,06,1,06,1,6.0,6.0,0.0
1492649,2,13,1,13,1,18.0,18.0,5.0
1799236,1,21,1,21,1,21.0,21.0,0.0
2783003,1,46,1,46,1,46.0,46.0,0.0
2746626,1,06,1,06,1,6.0,6.0,0.0
1780210,1,15,1,15,1,15.0,15.0,0.0
1938135,1,36,1,36,1,36.0,36.0,0.0
2835816,3,43,1,43,1,41.0,41,1.291
2110004,1,37,1,37,1,37.0,37.0,0.0
802447,1,48,1,48,1,48.0,48.0,0.0
S166330,5,32,1,23,2,25.0,23,4.427
2848707,1,10,1,10,1,10.0,10.0,0.0
2459490,1,03,1,03,1,3.0,3.0,0.0
326549,1,44,1,44,1,44.0,44.0,0.0
1787526,1,55,1,55,1,55.0,55.0,0.0
2815143,7,02,1,34,2,14.0,12,13.304
1701527,2,54,1,54,1,27.0,27.5,26.505
1128431,2,56,2,56,2,56.0,56.0,0.0
2796201,1,50,1,50,1,50.0,50.0,0.0
2790569,2,03,1,03,1,22.0,22.5,19.506
537003,1,51,1,51,1,51.0,51.0,0.0
2281317,3,10,3,10,3,10.0,10,0.0
2262759,1,19,1,19,1,19.0,19.0,0.0
1818408,1,02,1,02,1,2.0,2.0,0.0
2095278,2,57,1,57,1,48.0,48.0,9.0
2790834,1,40,1,40,1,40.0,40.0,0.0
2453754,1,41,1,41,1,41.0,41.0,0.0
1808621,1,23,1,23,1,23.0,23.0,0.0
2830595,1,22,1,22,1,22.0,22.0,0.0
S274208,1,30,1,30,1,30.0,30.0,0.0
2790983,1,53,1,53,1,53.0,53.0,0.0
2849216,1,09,1,09,1,9.0,9.0,0.0
2847279,2,40,2,40,2,40.0,40.0,0.0
1842198,1,31,1,31,1,31.0,31.0,0.0
2708843,1,19,1,19,1,19.0,19.0,0.0
2725733,3,51,1,51,1,35.0,40,15.513
2500704,1,08,1,08,1,8.0,8.0,0.0
2655074,3,24,1,24,1,30.0,24,20.05
2835407,19,03,1,02,2,24.0,23,17.941
2845720,3,42,1,42,1,41.0,42,1.414
2816249,2,01,1,01,1,27.0,27.0,26.0
